605	1533
606	1554
607	1578
608	1541
609	1548
610	1560
611	1577
612	1589
613	1586
614	1581
615	1591
616	1607
617	1594
618	1592
619	1578
620	1564
621	1570
622	1577
623	1568
624	1568
625	1568
626	1576
627	1581
628	1581
629	1585
630	1591
631	1566
632	1535
633	1546
634	1567
635	1557
636	1565
637	1560
638	1531
639	1525
640	1521
641	1538
642	1543
643	1531
644	1524
645	1551
646	1578
647	1563
648	1540
649	1532
650	1527
651	1542
652	1535
653	1521
654	1513
655	1525
656	1510
657	1501
658	1486
659	1469
660	1470
661	1472
662	1486
663	1502
664	1506
665	1503
666	1499
667	1465
668	1448
669	1489
670	1532
671	1510
672	1499
673	1515
674	1519
675	1491
676	1467
677	1479
678	1491
679	1473
680	1449
681	1487
682	1521
683	1516
684	1512
685	1515
686	1513
687	1495
688	1479
689	1496
690	1513
691	1505
692	1494
693	1503
694	1505
695	1493
696	1483
697	1478
698	1470
699	1466
700	1463
701	1466
702	1469
703	1459
704	1453
705	1450
706	1443
707	1449
708	1446
709	1436
710	1428
711	1445
712	1452
713	1448
714	1456
715	1456
716	1465
717	1441
718	1429
719	1450
720	1472
721	1488
722	1490
723	1486
724	1491
725	1500
726	1507
727	1511
728	1514
729	1520
730	1510
731	1499
732	1484
733	1476
734	1505
735	1504
736	1491
737	1498
738	1492
739	1488
740	1494
741	1487
742	1486
743	1496
744	1499
745	1496
746	1492
747	1487
748	1483
749	1480
750	1476
751	1468
752	1462
753	1460
754	1458
755	1466
756	1466
757	1463
758	1462
759	1464
760	1461
761	1454
762	1461
763	1467
764	1466
765	1463
766	1456
767	1441
768	1434
769	1437
770	1444
771	1451
772	1446
773	1407
774	1382
775	1410
776	1439
777	1423
778	1416
779	1420
780	1414
781	1397
782	1421
783	1414
784	1422
785	1413
786	1412
787	1421
788	1427
789	1415
790	1404
791	1398
792	1416
793	1433
794	1425
795	1429
796	1426
797	1418
798	1425
799	1444
800	1439
801	1433
802	1449
803	1440
804	1439
805	1442
806	1449
807	1435
808	1418
809	1430
810	1422
811	1426
812	1428
813	1435
814	1433
815	1427
816	1423
817	1421
818	1424
819	1429
820	1425
821	1436
822	1428
823	1432
824	1428
825	1422
826	1431
827	1430
828	1422
829	1423
830	1411
831	1421
832	1431
833	1418
834	1412
835	1415
836	1420
837	1422
838	1435
839	1426
840	1423
841	1428
842	1417
843	1413
844	1426
845	1421
846	1409
847	1426
848	1430
849	1434
850	1429
851	1422
852	1419
853	1436
854	1447
855	1442
856	1448
857	1458
858	1443
859	1434
860	1433
861	1455
862	1467
863	1476
864	1464
865	1464
866	1466
867	1469
868	1477
869	1480
870	1473
871	1474
872	1474
873	1474
874	1481
875	1485
876	1487
877	1490
878	1484
879	1476
880	1495
881	1484
882	1477
883	1489
884	1502
885	1508
886	1513
887	1518
888	1512
889	1515
890	1508
891	1507
892	1497
893	1518
894	1521
895	1527
896	1510
897	1517
898	1518
899	1514
900	1507
901	1516
902	1527
903	1518
904	1526
905	1528
906	1536
907	1525
908	1533
909	1529
910	1526
911	1533
912	1539
913	1542
914	1544
915	1548
916	1538
917	1542
918	1564
919	1566
920	1558
921	1579
922	1575
923	1563
924	1545
925	1554
926	1574
927	1578
928	1584
929	1585
930	1585
931	1592
932	1600
933	1599
934	1599
935	1593
936	1596
937	1596
938	1590
939	1602
940	1616
941	1622
942	1627
943	1620
944	1616
945	1620
946	1626
947	1631
948	1629
949	1630
950	1642
951	1660
952	1658
953	1653
954	1653
955	1661
956	1660
957	1660
958	1659
959	1656
960	1650
961	1653
962	1651
963	1649
964	1634
965	1624
966	1636
967	1643
968	1633
969	1627
970	1642
971	1630
972	1609
973	1619
974	1633
975	1626
976	1613
977	1623
978	1625
979	1624
980	1620
981	1646
982	1640
983	1641
984	1638
985	1638
986	1645
987	1577
988	1562
989	1596
990	1640
991	1634
992	1636
993	1626
994	1616
995	1625
996	1630
997	1627
998	1605
999	1590
1000	1596
1001	1603
1002	1614
1003	1614
1004	1612
1005	1596
1006	1608
1007	1603
1008	1611
1009	1619
1010	1628
1011	1642
1012	1641
1013	1643
1014	1643
1015	1639
1016	1632
1017	1627
1018	1636
1019	1649
1020	1656
1021	1651
1022	1664
1023	1668
1024	1658
1025	1650
1026	1643
1027	1636
1028	1648
1029	1644
1030	1636
1031	1635
1032	1641
1033	1660
1034	1667
1035	1569
1036	1473
1037	1565
1038	1653
1039	1650
1040	1651
1041	1656
1042	1661
1043	1655
1044	1652
1045	1652
1046	1654
1047	1637
1048	1650
1049	1628
1050	1633
1051	1636
1052	1628
1053	1618
1054	1616
1055	1632
1056	1627
1057	1613
1058	1601
1059	1602
1060	1593
1061	1606
1062	1601
1063	1580
1064	1589
1065	1589
1066	1578
1067	1568
1068	1579
1069	1575
1070	1577
1071	1546
1072	1559
1073	1540
1074	1571
1075	1554
1076	1566
1077	1576
1078	1565
1079	1551
1080	1568
1081	1581
1082	1583
1083	1575
1084	1594
1085	1590
1086	1582
1087	1577
1088	1587
1089	1583
1090	1605
1091	1588
1092	1577
1093	1582
1094	1582
1095	1587
1096	1577
1097	1588
1098	1585
1099	1586
1100	1561
1101	1567
1102	1570
1103	1573
1104	1558
1105	1569
1106	1581
1107	1576
1108	1587
1109	1592
1110	1580
1111	1597
1112	1603
1113	1604
1114	1612
1115	1598
1116	1619
1117	1610
1118	1621
1119	1624
1120	1610
1121	1619
1122	1611
1123	1625
1124	1642
1125	1639
1126	1636
1127	1649
1128	1651
1129	1651
1130	1677
1131	1682
1132	1693
1133	1694
1134	1703
1135	1701
1136	1726
1137	1721
1138	1722
1139	1734
1140	1702
1141	1670
1142	1706
1143	1703
1144	1682
1145	1703
1146	1684
1147	1680
1148	1671
1149	1655
1150	1653
1151	1655
1152	1660
1153	1658
1154	1656
1155	1655
1156	1646
1157	1657
1158	1647
1159	1657
1160	1644
1161	1636
1162	1644
1163	1648
1164	1636
1165	1644
1166	1640
1167	1638
1168	1619
1169	1622
1170	1632
1171	1645
1172	1647
1173	1638
1174	1636
1175	1652
1176	1650
1177	1641
1178	1648
1179	1642
1180	1625
1181	1640
1182	1634
1183	1637
1184	1640
1185	1631
1186	1628
1187	1626
1188	1635
1189	1640
1190	1628
1191	1653
1192	1671
1193	1671
1194	1672
1195	1667
1196	1685
1197	1677
1198	1692
1199	1688
1200	1681
1201	1675
1202	1655
1203	1659
1204	1665
1205	1673
1206	1664
1207	1661
1208	1658
1209	1607
1210	1561
1211	1642
1212	1647
1213	1661
1214	1653
1215	1659
1216	1665
1217	1661
1218	1646
1219	1652
1220	1654
1221	1645
1222	1636
1223	1639
1224	1627
1225	1631
1226	1637
1227	1616
1228	1630
1229	1627
1230	1621
1231	1629
1232	1632
1233	1632
1234	1626
1235	1620
1236	1603
1237	1603
1238	1607
1239	1600
1240	1580
1241	1589
1242	1591
1243	1592
1244	1589
1245	1590
1246	1589
1247	1591
1248	1588
1249	1585
1250	1573
1251	1596
1252	1592
1253	1583
1254	1584
1255	1590
1256	1588
1257	1580
1258	1577
1259	1564
1260	1564
1261	1554
1262	1570
1263	1585
1264	1593
1265	1570
1266	1602
1267	1598
1268	1597
1269	1640
1270	1612
1271	1629
1272	1648
1273	1649
1274	1648
1275	1654
1276	1636
1277	1663
1278	1656
1279	1689
1280	1674
1281	1683
1282	1691
1283	1696
1284	1710
1285	1715
1286	1714
1287	1714
1288	1715
1289	1723
1290	1714
1291	1707
1292	1701
1293	1706
1294	1698
1295	1695
1296	1694
1297	1685
1298	1678
1299	1676
1300	1689
1301	1687
1302	1684
1303	1667
1304	1681
1305	1651
1306	1668
1307	1685
1308	1687
1309	1703
1310	1701
1311	1687
1312	1677
1313	1690
1314	1688
1315	1687
1316	1688
1317	1688
1318	1693
1319	1700
1320	1688
1321	1671
1322	1673
1323	1686
1324	1668
1325	1672
1326	1666
1327	1644
1328	1676
1329	1682
1330	1669
1331	1669
1332	1656
1333	1657
1334	1664
1335	1650
1336	1665
1337	1651
1338	1639
1339	1633
1340	1642
1341	1639
1342	1646
1343	1648
1344	1645
1345	1642
1346	1646
1347	1655
1348	1662
1349	1650
1350	1641
1351	1661
1352	1674
1353	1679
1354	1674
1355	1674
1356	1680
1357	1690
1358	1695
1359	1683
1360	1687
1361	1698
1362	1673
1363	1690
1364	1689
1365	1691
1366	1679
1367	1695
1368	1692
1369	1659
1370	1692
1371	1699
1372	1706
1373	1704
1374	1705
1375	1702
1376	1705
1377	1697
1378	1695
1379	1707
1380	1704
1381	1704
1382	1701
1383	1703
1384	1701
1385	1695
1386	1669
1387	1651
1388	1666
1389	1686
1390	1685
1391	1677
1392	1667
1393	1696
1394	1689
1395	1694
1396	1681
1397	1679
1398	1698
1399	1702
1400	1702
1401	1703
1402	1708
1403	1707
1404	1650
1405	1699
1406	1718
1407	1708
1408	1695
1409	1702
1410	1721
1411	1712
1412	1690
1413	1709
1414	1705
1415	1716
1416	1711
1417	1697
1418	1716
1419	1738
1420	1716
1421	1736
1422	1726
1423	1717
1424	1713
1425	1713
1426	1708
1427	1735
1428	1732
1429	1734
1430	1742
1431	1741
1432	1727
1433	1747
1434	1732
1435	1723
1436	1733
1437	1741
1438	1736
1439	1735
1440	1743
1441	1741
1442	1737
1443	1733
1444	1743
1445	1739
1446	1743
1447	1700
1448	1702
1449	1734
1450	1738
1451	1724
1452	1739
1453	1738
1454	1734
1455	1735
1456	1709
1457	1709
1458	1718
1459	1729
1460	1731
1461	1737
1462	1723
1463	1731
1464	1708
1465	1712
1466	1702
1467	1733
1468	1723
1469	1721
1470	1729
1471	1718
1472	1715
1473	1721
1474	1715
1475	1735
1476	1721
1477	1712
1478	1721
1479	1723
1480	1700
1481	1703
1482	1719
1483	1727
1484	1706
1485	1706
1486	1711
1487	1720
1488	1730
1489	1682
1490	1701
1491	1695
1492	1692
1493	1687
1494	1704
1495	1716
1496	1698
1497	1717
1498	1708
1499	1695
1500	1648
1501	1683
1502	1714
1503	1709
1504	1714
1505	1713
1506	1711
1507	1716
1508	1718
1509	1722
1510	1716
1511	1710
1512	1715
1513	1686
1514	1701
1515	1707
1516	1700
1517	1716
1518	1709
1519	1703
1520	1706
1521	1699
1522	1699
1523	1704
1524	1709
1525	1710
1526	1688
1527	1698
1528	1704
1529	1699
1530	1689
1531	1699
1532	1708
1533	1707
1534	1714
1535	1707
1536	1705
1537	1698
1538	1689
1539	1701
1540	1700
1541	1700
1542	1705
1543	1708
1544	1697
1545	1715
1546	1709
1547	1714
1548	1703
1549	1708
1550	1716
1551	1709
1552	1651
1553	1686
1554	1709
1555	1726
1556	1722
1557	1698
1558	1715
1559	1718
1560	1714
1561	1716
1562	1711
1563	1700
1564	1718
1565	1713
1566	1711
1567	1701
1568	1680
1569	1694
1570	1698
1571	1695
1572	1709
1573	1695
1574	1715
1575	1712
1576	1708
1577	1699
1578	1593
1579	1680
1580	1621
1581	1676
1582	1703
1583	1510
1584	1621
1585	1697
1586	1673
1587	1702
1588	1639
1589	1636
1590	1669
1591	1701
1592	1649
1593	1684
1594	1702
1595	1708
1596	1672
1597	1698
1598	1692
1599	1719
1600	1712
1601	1717
1602	1723
1603	1722
1604	1718
1605	1715
1606	1715
1607	1710
1608	1727
1609	1724
1610	1719
1611	1696
1612	1711
1613	1715
1614	1712
1615	1707
1616	1702
1617	1707
1618	1685
1619	1688
1620	1667
1621	1684
2365	932
2366	932
2367	932
2368	932
2369	932
2370	932
2371	932
2372	932
2373	932
2374	932
2375	932
2376	932
2377	932
2378	932
2379	932
2380	932
2381	932
2382	932
2383	932
2384	932
2385	932
2386	932
2387	932
2388	932
2389	932
2390	932
2391	932
2392	932
2393	932
2394	932
2395	932
2396	932
2397	932
2398	932
2399	932
2400	932
2401	932
2402	932
2403	932
2404	932
2405	932
2406	932
2407	932
2408	932
2409	932
2410	932
2411	932
2412	932
2413	932
2414	932
2415	932
2416	932
2417	932
2418	932
2419	932
2420	932
2421	932
2422	932
2423	932
2424	932
2425	932
2426	932
2427	932
2428	932
2429	932
2430	932
2431	932
2432	932
2433	932
2434	932
2435	932
2436	932
2437	932
2438	932
2439	932
2440	932
2441	932
2442	932
2443	932
2444	932
2445	932
2446	932
2447	932
2448	932
2449	932
2450	932
2451	932
2452	932
2453	932
2454	932
2455	932
2456	932
2457	932
2458	932
2459	932
2460	932
2461	932
2462	932
2463	932
2464	932
2465	932
2466	932
2467	932
2468	932
2469	932
2470	932
2471	932
2472	932
2473	932
2474	932
2475	932
2476	932
2477	932
2478	932
2479	932
2480	932
2481	932
2482	932
2483	932
2484	932
2485	932
2486	932
2487	932
2488	932
2489	932
2490	932
2491	932
2492	932
2493	932
2494	932
2495	932
2496	932
2497	932
2498	932
2499	932
2500	932
2501	932
2502	932
2503	932
2504	932
2505	932
2506	932
2507	932
2508	932
2509	932
2510	932
2511	932
2512	932
2513	932
2514	932
2515	932
2516	932
2517	932
2518	932
2519	932
2520	932
2521	932
2522	932
2523	932
2524	932
2525	932
2526	932
2527	932
2528	932
2529	932
2530	932
2531	932
2532	932
2533	932
2534	932
2535	932
2536	932
2537	932
2538	932
2539	932
2540	932
2541	932
2542	932
2543	932
2544	932
2545	932
2546	932
2547	932
2548	932
2549	932
2550	932
2551	932
2552	932
2553	932
2554	932
2555	932
2556	932
